,date,open,high,low,close,volume,tic,day
126,2017-07-04,15217.400390625,15242.599609375,15095.7998046875,15130.599609375,65948600,^GSPTSE,1
127,2017-07-05,15125.0,15176.7998046875,15033.7998046875,15153.099609375,172451300,^GSPTSE,2
128,2017-07-06,15086.900390625,15138.5,15053.099609375,15078.0,188841800,^GSPTSE,3
129,2017-07-07,15037.2001953125,15037.2001953125,14915.7998046875,15027.2001953125,162697700,^GSPTSE,4
130,2017-07-10,15013.7998046875,15138.2001953125,14987.7998046875,15105.2998046875,149962300,^GSPTSE,0
131,2017-07-11,15100.599609375,15149.099609375,15033.7001953125,15149.099609375,160577000,^GSPTSE,1
132,2017-07-12,15215.7998046875,15297.0,15138.0,15144.0,177893800,^GSPTSE,2
133,2017-07-13,15147.400390625,15159.7001953125,15113.099609375,15135.0,155218700,^GSPTSE,3
134,2017-07-14,15158.400390625,15208.400390625,15130.099609375,15174.7998046875,132014200,^GSPTSE,4
135,2017-07-17,15186.2998046875,15209.2998046875,15155.400390625,15165.400390625,132561400,^GSPTSE,0
136,2017-07-18,15159.599609375,15159.599609375,15086.2998046875,15149.599609375,140094100,^GSPTSE,1
137,2017-07-19,15162.400390625,15257.900390625,15161.400390625,15244.7001953125,144505500,^GSPTSE,2
138,2017-07-20,15281.0,15319.2001953125,15224.7998046875,15264.599609375,141898800,^GSPTSE,3
139,2017-07-21,15234.7001953125,15237.5,15134.7001953125,15183.099609375,160563700,^GSPTSE,4
140,2017-07-24,15170.5,15170.5,15082.900390625,15128.7001953125,114964000,^GSPTSE,0
141,2017-07-25,15199.2998046875,15276.0,15178.7001953125,15202.400390625,166052000,^GSPTSE,1
142,2017-07-26,15228.400390625,15247.2998046875,15166.900390625,15171.400390625,181482200,^GSPTSE,2
143,2017-07-27,15218.599609375,15232.7998046875,15070.7998046875,15191.400390625,194483800,^GSPTSE,3
144,2017-07-28,15111.5,15153.5,15089.400390625,15128.7001953125,155324100,^GSPTSE,4
145,2017-07-31,15150.0,15207.7001953125,15140.0,15143.900390625,159564700,^GSPTSE,0
146,2017-08-01,15192.099609375,15229.0,15052.400390625,15202.099609375,166680200,^GSPTSE,1
147,2017-08-02,15203.900390625,15272.2998046875,15195.5,15265.599609375,175729500,^GSPTSE,2
148,2017-08-03,15297.2001953125,15324.599609375,15176.599609375,15192.0,171140900,^GSPTSE,3
149,2017-08-04,15247.400390625,15261.5,15198.5,15258.0,154934900,^GSPTSE,4
150,2017-08-08,15267.400390625,15287.0,15212.599609375,15256.400390625,174770100,^GSPTSE,1
151,2017-08-09,15247.900390625,15287.900390625,15191.7001953125,15217.2998046875,175106700,^GSPTSE,2
152,2017-08-10,15198.0,15209.599609375,15056.7998046875,15074.2998046875,195717700,^GSPTSE,3
153,2017-08-11,15038.5,15068.7001953125,14995.2998046875,15033.400390625,164547500,^GSPTSE,4
154,2017-08-14,15087.099609375,15196.099609375,15080.2001953125,15119.900390625,148058200,^GSPTSE,0
155,2017-08-15,15129.7998046875,15133.2998046875,15070.2998046875,15097.7998046875,139781900,^GSPTSE,1
156,2017-08-16,15124.7998046875,15173.400390625,15077.7001953125,15082.2001953125,168476300,^GSPTSE,2
157,2017-08-17,15068.2998046875,15111.2998046875,15031.400390625,15033.599609375,134595600,^GSPTSE,3
158,2017-08-18,15010.0,15010.0,14923.2001953125,14952.2998046875,150614800,^GSPTSE,4
159,2017-08-21,14946.7998046875,14967.5,14918.599609375,14951.900390625,119609300,^GSPTSE,0
160,2017-08-22,14967.7001953125,15002.400390625,14960.400390625,14985.0,108993300,^GSPTSE,1
161,2017-08-23,14940.400390625,15096.099609375,14940.400390625,15063.2001953125,129635800,^GSPTSE,2
162,2017-08-24,15095.900390625,15108.2001953125,15045.599609375,15076.2001953125,121823000,^GSPTSE,3
163,2017-08-25,15104.2001953125,15107.7001953125,15056.0,15056.0,121605000,^GSPTSE,4
164,2017-08-28,15067.400390625,15067.400390625,14989.599609375,15052.0,126788200,^GSPTSE,0
165,2017-08-29,14983.7998046875,15084.0,14934.0,15082.7001953125,170355000,^GSPTSE,1
166,2017-08-30,15092.2001953125,15174.099609375,15070.7001953125,15133.099609375,155345300,^GSPTSE,2
167,2017-08-31,15155.2001953125,15228.099609375,15147.7998046875,15211.900390625,195360400,^GSPTSE,3
168,2017-09-01,15194.7001953125,15217.599609375,15148.2998046875,15191.599609375,129936400,^GSPTSE,4
169,2017-09-05,15186.099609375,15186.099609375,15014.099609375,15090.2001953125,177248000,^GSPTSE,1
170,2017-09-06,15107.599609375,15179.0,15052.0,15059.7998046875,174651400,^GSPTSE,2
171,2017-09-07,15062.5,15072.900390625,15018.099609375,15024.5,153852900,^GSPTSE,3
172,2017-09-08,15007.7001953125,15009.2001953125,14953.900390625,14985.2998046875,144437300,^GSPTSE,4
173,2017-09-11,15023.0,15067.7998046875,15015.599609375,15040.2998046875,163375200,^GSPTSE,0
174,2017-09-12,15063.2998046875,15154.2001953125,15039.0,15143.400390625,163186900,^GSPTSE,1
175,2017-09-13,15148.0,15163.2998046875,15123.0,15126.7998046875,176837000,^GSPTSE,2
176,2017-09-14,15129.5,15183.7998046875,15119.099609375,15172.7001953125,186187100,^GSPTSE,3
177,2017-09-15,15180.099609375,15181.599609375,15136.599609375,15173.0,548079500,^GSPTSE,4
178,2017-09-18,15175.7998046875,15249.599609375,15173.599609375,15236.7001953125,165350500,^GSPTSE,0
179,2017-09-19,15269.599609375,15315.2998046875,15258.0,15293.0,170903600,^GSPTSE,1
180,2017-09-20,15313.0,15392.2001953125,15313.0,15389.599609375,219715100,^GSPTSE,2
181,2017-09-21,15379.099609375,15479.2001953125,15373.2998046875,15454.900390625,185348500,^GSPTSE,3
182,2017-09-22,15459.7998046875,15468.2998046875,15413.7998046875,15454.2001953125,168293800,^GSPTSE,4
183,2017-09-25,15453.599609375,15519.7001953125,15437.7998046875,15516.2001953125,199184000,^GSPTSE,0
184,2017-09-26,15499.599609375,15501.400390625,15459.400390625,15474.099609375,167217300,^GSPTSE,1
185,2017-09-27,15499.7998046875,15609.7001953125,15492.0,15609.7001953125,203120800,^GSPTSE,2
186,2017-09-28,15591.2998046875,15639.900390625,15587.599609375,15618.2998046875,186250100,^GSPTSE,3
187,2017-09-29,15647.599609375,15692.0,15632.900390625,15634.900390625,186884600,^GSPTSE,4
188,2017-10-02,15640.0,15705.400390625,15619.2001953125,15705.0,156580500,^GSPTSE,0
189,2017-10-03,15712.2998046875,15748.2998046875,15712.2998046875,15728.5,173093100,^GSPTSE,1
190,2017-10-04,15732.7998046875,15752.099609375,15702.0,15721.0,177404500,^GSPTSE,2
191,2017-10-05,15738.2998046875,15787.2998046875,15737.599609375,15776.2998046875,163039600,^GSPTSE,3
192,2017-10-06,15732.400390625,15732.400390625,15680.400390625,15728.2998046875,138492000,^GSPTSE,4
193,2017-10-10,15763.599609375,15788.5,15745.5,15770.400390625,156218300,^GSPTSE,1
194,2017-10-11,15788.599609375,15816.7998046875,15784.400390625,15800.400390625,164401700,^GSPTSE,2
195,2017-10-12,15785.099609375,15793.7001953125,15742.2001953125,15742.2001953125,153991800,^GSPTSE,3
196,2017-10-13,15790.5,15828.900390625,15790.5,15807.2001953125,138471400,^GSPTSE,4
197,2017-10-16,15844.0,15866.7998046875,15797.7998046875,15802.7001953125,146651400,^GSPTSE,0
198,2017-10-17,15810.0,15850.2001953125,15802.5,15816.900390625,196278100,^GSPTSE,1
199,2017-10-18,15847.2001953125,15859.2998046875,15782.2001953125,15782.2001953125,154459600,^GSPTSE,2
200,2017-10-19,15755.599609375,15824.099609375,15754.099609375,15818.0,149310500,^GSPTSE,3
201,2017-10-20,15877.7001953125,15880.7001953125,15852.599609375,15857.2001953125,155954500,^GSPTSE,4
202,2017-10-23,15881.599609375,15900.599609375,15851.5,15855.7998046875,142570700,^GSPTSE,0
203,2017-10-24,15887.7998046875,15922.2001953125,15886.599609375,15905.099609375,156385600,^GSPTSE,1
204,2017-10-25,15883.0,15894.5,15816.5,15854.7998046875,177185000,^GSPTSE,2
205,2017-10-26,15881.900390625,15913.900390625,15864.599609375,15891.599609375,190173500,^GSPTSE,3
206,2017-10-27,15902.900390625,15963.599609375,15872.900390625,15953.5,209593900,^GSPTSE,4
207,2017-10-30,15942.900390625,16033.099609375,15942.900390625,16002.7998046875,188586400,^GSPTSE,0
208,2017-10-31,16017.7998046875,16064.7001953125,16003.2998046875,16025.599609375,193921000,^GSPTSE,1
209,2017-11-01,16093.400390625,16105.900390625,16019.400390625,16029.2998046875,224524200,^GSPTSE,2
210,2017-11-02,16026.2998046875,16045.2001953125,15994.0,16015.0,210150200,^GSPTSE,3
211,2017-11-03,16006.599609375,16024.2998046875,15968.900390625,16020.2001953125,178755200,^GSPTSE,4
212,2017-11-06,16049.400390625,16103.7998046875,16033.599609375,16092.2001953125,196882200,^GSPTSE,0
213,2017-11-07,16097.099609375,16131.7998046875,16075.599609375,16131.7998046875,187894000,^GSPTSE,1
214,2017-11-08,16100.2001953125,16118.5,16071.2998046875,16105.400390625,202581100,^GSPTSE,2
215,2017-11-09,16038.7998046875,16096.2001953125,16030.7998046875,16082.099609375,194341000,^GSPTSE,3
216,2017-11-10,16073.599609375,16085.900390625,16006.2998046875,16039.2998046875,171526200,^GSPTSE,4
217,2017-11-13,15999.099609375,16065.900390625,15999.099609375,16026.2998046875,138974400,^GSPTSE,0
218,2017-11-14,15961.400390625,15970.7001953125,15902.5,15913.099609375,166018900,^GSPTSE,1
219,2017-11-15,15876.2001953125,15915.900390625,15829.400390625,15878.5,177046800,^GSPTSE,2
220,2017-11-16,15903.599609375,15954.7998046875,15894.7998046875,15935.400390625,160419600,^GSPTSE,3
221,2017-11-17,15962.099609375,16006.400390625,15960.7998046875,15998.599609375,169091400,^GSPTSE,4
222,2017-11-20,15988.7998046875,16035.2998046875,15986.0,16004.400390625,154502800,^GSPTSE,0
223,2017-11-21,16036.7998046875,16105.900390625,16035.599609375,16076.7001953125,156331300,^GSPTSE,1
224,2017-11-22,16100.5,16126.0,16059.2001953125,16073.599609375,150764100,^GSPTSE,2
225,2017-11-23,16077.599609375,16101.099609375,16068.2001953125,16074.2998046875,49979100,^GSPTSE,3
226,2017-11-24,16103.400390625,16126.0,16091.7001953125,16108.099609375,99351700,^GSPTSE,4
227,2017-11-27,16110.599609375,16110.599609375,16032.2998046875,16042.099609375,135241000,^GSPTSE,0
228,2017-11-28,16064.2001953125,16086.0,16019.400390625,16029.599609375,153985000,^GSPTSE,1
229,2017-11-29,16046.400390625,16046.400390625,15926.599609375,15967.7001953125,169842300,^GSPTSE,2
230,2017-11-30,16004.900390625,16101.2001953125,16004.900390625,16067.5,440676100,^GSPTSE,3
231,2017-12-01,16058.2001953125,16102.7998046875,15963.0,16039.0,220633900,^GSPTSE,4
232,2017-12-04,16069.400390625,16092.099609375,15966.0,15969.0,172661600,^GSPTSE,0
233,2017-12-05,15953.900390625,15973.7998046875,15908.400390625,15915.7001953125,173448300,^GSPTSE,1
234,2017-12-06,15870.5,15992.2001953125,15853.099609375,15908.7998046875,180013600,^GSPTSE,2
235,2017-12-07,15921.099609375,16016.400390625,15921.099609375,16015.7001953125,168828300,^GSPTSE,3
236,2017-12-08,16048.2998046875,16113.2998046875,16047.2998046875,16096.099609375,149423200,^GSPTSE,4
237,2017-12-11,16096.0,16124.7998046875,16073.099609375,16103.5,150667200,^GSPTSE,0
238,2017-12-12,16121.7998046875,16142.7998046875,16111.400390625,16114.0,192679800,^GSPTSE,1
239,2017-12-13,16135.400390625,16187.900390625,16131.599609375,16136.599609375,211583300,^GSPTSE,2
240,2017-12-14,16124.400390625,16161.5,16008.5,16016.5,187146500,^GSPTSE,3
241,2017-12-15,16035.599609375,16104.599609375,16035.599609375,16042.0,414094100,^GSPTSE,4
242,2017-12-18,16107.7998046875,16200.7998046875,16099.599609375,16131.599609375,172506500,^GSPTSE,0
243,2017-12-19,16172.099609375,16199.2998046875,16133.400390625,16133.400390625,191021900,^GSPTSE,1
244,2017-12-20,16163.900390625,16173.400390625,16099.7001953125,16159.7001953125,178794500,^GSPTSE,2
245,2017-12-21,16139.0,16195.5,16111.599609375,16182.599609375,159267100,^GSPTSE,3
246,2017-12-22,16180.5,16197.0,16147.099609375,16165.2998046875,133173500,^GSPTSE,4
247,2017-12-27,16180.400390625,16207.5,16163.5,16203.099609375,131755400,^GSPTSE,2
248,2017-12-28,16185.5,16222.0,16131.7998046875,16222.0,133908700,^GSPTSE,3
249,2017-12-29,16232.2001953125,16232.2001953125,16162.2998046875,16209.099609375,179568700,^GSPTSE,4
250,2018-01-02,16213.400390625,16310.0,16181.0,16310.0,157073400,^GSPTSE,1
251,2018-01-03,16336.7001953125,16386.30078125,16322.599609375,16371.599609375,196865400,^GSPTSE,2
252,2018-01-04,16385.400390625,16421.400390625,16344.900390625,16412.900390625,195975200,^GSPTSE,3
253,2018-01-05,16362.599609375,16370.2998046875,16309.900390625,16349.400390625,160313100,^GSPTSE,4
254,2018-01-08,16355.400390625,16373.5,16297.900390625,16317.7001953125,166095400,^GSPTSE,0
255,2018-01-09,16351.400390625,16358.2001953125,16309.7998046875,16319.2001953125,236911700,^GSPTSE,1
256,2018-01-10,16314.2001953125,16341.099609375,16229.2998046875,16248.0,243953300,^GSPTSE,2
257,2018-01-11,16276.2001953125,16301.400390625,16244.900390625,16286.900390625,231161200,^GSPTSE,3
258,2018-01-12,16296.099609375,16323.5,16278.099609375,16308.2001953125,242891100,^GSPTSE,4
259,2018-01-15,16321.7998046875,16384.5,16313.5,16371.7998046875,123891500,^GSPTSE,0
260,2018-01-16,16368.599609375,16373.2998046875,16270.900390625,16298.900390625,246627400,^GSPTSE,1
261,2018-01-17,16320.7998046875,16358.2001953125,16277.599609375,16326.7001953125,221463200,^GSPTSE,2
262,2018-01-18,16339.7998046875,16344.099609375,16270.599609375,16284.5,212308100,^GSPTSE,3
263,2018-01-19,16311.2998046875,16364.2998046875,16288.400390625,16353.5,201143600,^GSPTSE,4
264,2018-01-22,16348.900390625,16360.5,16303.400390625,16348.0,205285200,^GSPTSE,0
265,2018-01-23,16342.0,16383.7998046875,16252.400390625,16357.599609375,234085600,^GSPTSE,1
266,2018-01-24,16360.7998046875,16365.0,16238.400390625,16284.2001953125,245792400,^GSPTSE,2
267,2018-01-25,16309.400390625,16315.099609375,16194.2998046875,16204.0,234944000,^GSPTSE,3
268,2018-01-26,16227.2001953125,16239.7001953125,16180.7001953125,16239.2001953125,202112800,^GSPTSE,4
269,2018-01-29,16195.7001953125,16195.7001953125,16090.7001953125,16094.7001953125,200161400,^GSPTSE,0
270,2018-01-30,16030.2001953125,16054.5,15947.099609375,15955.5,227045000,^GSPTSE,1
271,2018-01-31,15956.099609375,15979.900390625,15898.7001953125,15951.7001953125,249790300,^GSPTSE,2
272,2018-02-01,15920.0,15922.599609375,15818.0,15860.900390625,224854400,^GSPTSE,3
273,2018-02-02,15780.5,15783.0,15600.900390625,15606.0,233251100,^GSPTSE,4
